date_creation,ticker,asset_class,timeframe,prix_entree,stop_loss_init,tp1_init,tp2_init,rr_tp1,rr_tp2,statut_final,score_force
2026-07-20 13:40:23,SANOFI,Actions Europe,Journalier,76.91,74.44,80.57,84.09,1.481781376518218,2.906882591093121,INVALIDÉE,8.2
2026-07-13 11:10:18,TOTALENERGIES,Actions Europe,1H,69.69,68.36,72.17,75.57,1.864661654135344,4.42105263157895,SEUIL PRÉSERVÉ,7.9
2026-07-13 11:09:04,TOTALENERGIES .50,Actions Europe,1H,69.65,68.31,72.12,75.56,1.8432835820895468,4.410447761194016,SEUIL PRÉSERVÉ,7.7
2026-07-09 15:08:57,SANOFI,Actions Europe,1H,76.25,75.41,77.11,77.92,1.023809523809519,1.988095238095232,OBJECTIF ATTEINT,9.1
2026-07-09 15:08:45,SANOFI,Actions Europe,1H,76.26,75.82,77.1,78.21,1.9090909090908328,4.431818181818036,OBJECTIF ATTEINT,8.9
2026-07-09 13:08:31,SANOFI INHABER,Actions Europe,1H,75.96,75.33,77.11,78.33,1.825396825396848,3.761904761904796,OBJECTIF ATTEINT,9.1
2026-07-07 13:07:46,SAP,Actions Europe,1H,144.72,142.66,150.34,158.2,2.7281553398058245,6.543689320388338,INVALIDÉE,8.9
2026-07-07 13:07:44,LVMH .3,Actions Europe,1H,501.0,495.83,509.12,518.46,1.5705996131528006,3.3771760154738844,INVALIDÉE,8.4
2026-07-01 09:47:41,SIEMENS HEALTH,Actions Europe,Journalier,33.85,35.29,31.06,27.78,1.9375000000000049,4.215277777777785,INVALIDÉE,7.5
2026-06-29 10:08:09,ALLIANZ,Actions Europe,1H,409.8,406.6,413.8,418.9,1.2500000000000044,2.84375,OBJECTIF ATTEINT,8.6
2026-06-22 14:09:00,ALLIANZ,Actions Europe,1H,405.8,401.5,410.9,419.5,1.186046511627896,3.186046511627896,SEUIL PRÉSERVÉ,8.8
2026-06-22 14:08:28,ALLIANZ,Actions Europe,1H,405.6,401.6,411.2,419.7,1.3999999999999917,3.5249999999999915,SEUIL PRÉSERVÉ,8.8
2026-06-18 11:08:24,TOTALENERGIES .50,Actions Europe,1H,71.12,72.0,68.67,65.99,2.7840909090909265,5.829545454545496,SEUIL PRÉSERVÉ,8.2
2026-06-15 11:10:09,SIEMENS HEALTH,Actions Europe,1H,35.13,34.77,35.6,36.62,1.3055555555555545,4.138888888888881,SEUIL PRÉSERVÉ,8.2
2026-06-12 09:08:43,SIEMENS HEALTH,Actions Europe,1H,35.11,34.82,35.6,37.14,1.689655172413805,7.000000000000025,INVALIDÉE,7.3
2026-06-12 09:08:11,LVMH,Actions Europe,1H,517.5,498.88,549.17,554.61,1.7008592910848523,1.9930182599355533,SEUIL PRÉSERVÉ,8.6
2026-06-12 09:07:36,LVMH .3,Actions Europe,1H,518.8,508.0,550.28,554.59,2.9148148148148287,3.31388888888891,SEUIL PRÉSERVÉ,8.9
2026-06-11 14:09:49,LVMH,Actions Europe,1H,499.25,493.1,512.57,544.92,2.165853658536601,7.426016260162623,OBJECTIF ATTEINT,8.0
2026-06-04 13:09:28,SAP,Actions Europe,1H,164.06,159.4,168.84,173.24,1.0257510729613744,1.9699570815450675,INVALIDÉE,7.3
2026-06-04 13:08:02,SAP,Actions Europe,1H,163.9,162.12,168.84,173.24,2.7752808988764013,5.247191011235953,INVALIDÉE,7.3
2026-06-02 13:09:36,SIEMENS,Actions Europe,1H,277.7,271.7,283.82,288.63,1.020000000000001,1.821666666666668,INVALIDÉE,8.4
2026-06-01 15:08:16,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,739.0,727.0,,,,,OBJECTIF ATTEINT,8.0
2026-05-26 08:09:25,ALLIANZ,Actions Europe,1H,392.6,389.7,398.7,408.2,2.1034482758620325,5.379310344827511,INVALIDÉE,9.1
2026-05-26 08:08:24,ALLIANZ,Actions Europe,1H,392.7,388.7,397.8,406.9,1.2750000000000057,3.549999999999997,INVALIDÉE,8.8
2026-05-25 10:10:25,SIEMENS HEALTH,Actions Europe,1H,34.94,34.46,35.88,36.59,1.958333333333356,3.437500000000034,SEUIL PRÉSERVÉ,7.9
2026-05-25 10:09:03,SAP,Actions Europe,1H,153.66,151.7,156.44,159.64,1.4183673469387703,3.0510204081632475,INVALIDÉE,8.8
2026-05-20 15:09:37,ALLIANZ,Actions Europe,1H,385.4,381.5,389.7,397.9,1.102564102564112,3.205128205128224,SEUIL PRÉSERVÉ,8.4
2026-05-19 13:09:35,ALLIANZ,Actions Europe,1H,384.1,381.3,388.4,395.5,1.5357142857142632,4.071428571428547,INVALIDÉE,8.8
2026-05-19 09:08:41,TOTALENERGIES .50,Actions Europe,1H,80.19,79.65,80.73,82.47,1.0000000000000264,4.222222222222286,OBJECTIF ATTEINT,8.6
2026-05-18 13:51:35,TOTALENERGIES .50,Actions Europe,Journalier,79.28,77.0,82.54,85.47,1.4298245614035103,2.714912280701752,INVALIDÉE,8.0
2026-05-14 13:54:03,SAP,Actions Europe,Journalier,137.78,141.33,131.66,115.49,1.7239436619718267,6.278873239436601,INVALIDÉE,7.3
2026-05-14 12:10:46,SIEMENS,Actions Europe,1H,274.85,269.9,284.27,296.83,1.903030303030277,4.440404040403992,INVALIDÉE,8.6
2026-05-14 12:08:29,SIEMENS,Actions Europe,1H,274.3,269.55,285.9,299.6,2.442105263157888,5.326315789473687,INVALIDÉE,8.9
2026-05-08 08:10:12,SANOFI,Actions Europe,1H,72.96,73.53,71.88,67.32,1.8947368421052355,9.894736842105136,OBJECTIF ATTEINT,8.0
2026-05-06 12:56:03,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,Journalier,647.0,618.0,,,,,OBJECTIF ATTEINT,8.8
2026-05-03 23:06:54,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,624.0,618.0,,,,,OBJECTIF ATTEINT,8.6
2026-04-30 08:09:24,LVMH .3,Actions Europe,1H,444.35,456.21,426.53,419.55,1.5025295109612238,2.0910623946037186,SEUIL PRÉSERVÉ,8.2
2026-04-29 10:09:07,SIEMENS HEALTH,Actions Europe,1H,34.87,35.44,34.19,32.9,1.1929824561403497,3.456140350877189,OBJECTIF ATTEINT,8.4
2026-04-29 07:49:04,SIEMENS HEALTH,Actions Europe,Journalier,35.19,35.9,34.26,31.73,1.3098591549295755,4.873239436619708,OBJECTIF ATTEINT,8.2
2026-04-27 09:09:35,SIEMENS,Actions Europe,1H,250.0,245.45,257.05,261.95,1.5494505494505482,2.626373626373617,OBJECTIF ATTEINT,8.4
2026-04-23 09:08:33,SANOFI,Actions Europe,1H,83.68,82.98,84.87,87.7,1.6999999999999895,5.742857142857114,INVALIDÉE,8.2
2026-04-23 07:07:43,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,612.0,604.0,,,,,SEUIL PRÉSERVÉ,8.4
2026-04-21 11:09:12,LVMH,Actions Europe,1H,495.5,484.31,507.0,525.33,1.027703306523682,2.66577301161752,INVALIDÉE,7.9
2026-04-21 11:08:03,LVMH .3,Actions Europe,1H,494.95,486.45,505.3,527.82,1.2176470588235322,3.867058823529419,INVALIDÉE,7.7
2026-04-21 10:10:38,ALLIANZ,Actions Europe,1H,396.3,392.0,402.5,413.7,1.4418604651162723,4.046511627906961,INVALIDÉE,8.6
2026-04-21 10:09:24,ALLIANZ,Actions Europe,1H,,392.7,401.9,412.7,,,INVALIDÉE,8.4
2026-04-20 07:08:28,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,,584.0,,,,,SEUIL PRÉSERVÉ,8.6
2026-04-17 15:12:19,SIEMENS HEALTH,Actions Europe,1H,39.37,38.75,40.34,42.03,1.5645161290322742,4.290322580645185,INVALIDÉE,8.6
2026-04-17 15:12:17,SIEMENS,Actions Europe,1H,248.65,245.45,257.05,261.95,2.624999999999988,4.1562499999999725,INVALIDÉE,8.6
2026-04-15 10:09:20,SIEMENS HEALTH,Actions Europe,1H,38.67,38.21,39.71,40.34,2.2608695652173854,3.6304347826086927,SEUIL PRÉSERVÉ,8.8
2026-04-13 13:08:35,SANOFI INHABER,Actions Europe,1H,79.26,80.32,77.46,75.14,1.6981132075471996,3.8867924528302367,INVALIDÉE,8.2
2026-04-13 12:10:16,SANOFI,Actions Europe,1H,79.02,79.61,77.52,76.12,2.542372881355917,4.915254237288092,INVALIDÉE,8.2
2026-04-08 13:09:42,LVMH,Actions Europe,1H,501.8,498.18,507.0,512.35,1.436464088397785,2.9143646408839774,INVALIDÉE,8.6
2026-04-08 13:08:00,SIEMENS,Actions Europe,1H,232.95,229.35,238.03,245.28,1.4111111111111168,3.4250000000000087,INVALIDÉE,8.8
2026-04-08 08:10:45,ALLIANZ,Actions Europe,1H,380.0,376.4,387.8,392.0,2.1666666666666563,3.333333333333312,INVALIDÉE,8.6
2026-03-31 13:09:35,SANOFI,Actions Europe,1H,83.09,81.93,85.07,87.47,1.706896551724134,3.775862068965525,SEUIL PRÉSERVÉ,8.8
2026-03-31 13:09:09,SANOFI,Actions Europe,1H,83.08,82.19,84.87,87.7,2.0112359550561854,5.191011235955058,SEUIL PRÉSERVÉ,8.8
2026-03-31 13:07:10,SANOFI INHABER,Actions Europe,1H,83.05,82.25,84.95,87.53,2.3750000000000155,5.6000000000000245,SEUIL PRÉSERVÉ,8.8
2026-03-30 14:07:16,TOTALENERGIES .50,Actions Europe,1H,80.78,79.32,83.62,88.29,1.9452054794520464,5.143835616438332,INVALIDÉE,8.6
2026-03-30 08:10:21,TOTALENERGIES,Actions Europe,1H,79.63,78.59,80.94,83.4,1.2596153846153963,3.6250000000000377,OBJECTIF ATTEINT,8.0
2026-03-26 14:07:36,SANOFI INHABER,Actions Europe,1H,,80.04,81.48,82.25,,,OBJECTIF ATTEINT,8.8
2026-03-25 16:10:33,SANOFI,Actions Europe,1H,79.71,79.2,80.63,82.23,1.8039215686274863,4.941176470588344,OBJECTIF ATTEINT,8.6
2026-03-20 10:44:21,SAP,Actions Europe,Journalier,155.98,163.0,140.91,133.91,2.146723646723643,3.1438746438746383,OBJECTIF ATTEINT,8.4
2026-03-18 11:09:47,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,,538.0,,,,,INVALIDÉE,8.4
2026-03-06 10:07:53,ALLIANZ,Actions Europe,1H,350.3,355.0,344.0,337.0,1.3404255319148992,2.8297872340425623,OBJECTIF ATTEINT,8.4
2026-03-05 11:10:12,SIEMENS HEALTH,Actions Europe,1H,,40.68,39.92,38.21,,,INVALIDÉE,8.2
2026-02-27 16:10:11,SANOFI,Actions Europe,1H,81.97,81.51,82.58,85.07,1.326086956521756,6.739130434782688,INVALIDÉE,8.6
2026-02-27 16:07:36,SANOFI INHABER,Actions Europe,1H,81.94,81.43,82.72,84.95,1.5294117647059118,5.90196078431384,INVALIDÉE,8.6
2026-02-25 13:14:46,ALLIANZ,Actions Europe,1H,379.4,377.5,382.1,388.0,1.4210526315789882,4.526315789473751,OBJECTIF ATTEINT,7.5
2026-02-25 09:09:20,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,,530.0,,,,,OBJECTIF ATTEINT,8.0
2026-02-25 09:07:29,TOTALENERGIES .50,Actions Europe,1H,67.12,66.54,67.92,69.34,1.3793103448275854,3.827586206896561,SEUIL PRÉSERVÉ,8.4
2026-02-24 16:09:26,SIEMENS HEALTH,Actions Europe,1H,42.14,41.75,42.53,44.5,1.0,6.051282051282041,INVALIDÉE,8.0
2026-02-24 13:09:25,TOTALENERGIES,Actions Europe,1H,66.58,65.77,67.91,69.29,1.6419753086419686,3.34567901234568,SEUIL PRÉSERVÉ,8.6
2026-02-23 10:09:43,SIEMENS HEALTH,Actions Europe,1H,42.25,42.03,42.62,43.37,1.681818181818179,5.090909090909106,INVALIDÉE,8.9
2026-02-19 11:08:07,TOTALENERGIES .50,Actions Europe,1H,65.67,65.14,67.13,68.95,2.754716981132058,6.188679245283008,SEUIL PRÉSERVÉ,8.6
2026-02-17 10:09:12,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,521.0,528.0,,,,,INVALIDÉE,6.6
2026-02-04 15:07:37,ALLIANZ,Actions Europe,1H,387.1,383.4,392.7,396.0,1.5135135135134856,2.4054054054053697,INVALIDÉE,7.9
